,episode,time_sec,step,action,reward
376,1,1885,377.0,"0,0,2,4,2,0,0,1,3,3,0,3,4,0,4,2,2,2,4,1,0,0,2,3,2",-534.2
377,1,1890,378.0,"1,3,2,2,2,0,0,4,0,4,0,0,3,1,2,1,3,0,1,2,4,0,4,0,2",-546.0
378,1,1895,379.0,"1,1,0,4,1,0,0,1,3,4,3,0,3,1,1,1,0,0,3,1,0,0,4,0,2",-569.6
379,1,1900,380.0,"1,0,0,0,4,4,0,0,0,2,3,4,2,3,4,0,4,4,3,0,0,4,0,4,0",-545.4000000000001
380,1,1905,381.0,"0,3,2,1,0,0,0,1,0,2,3,3,1,0,1,1,3,3,4,2,0,1,2,0,0",-565.8
381,1,1910,382.0,"1,0,2,3,0,1,0,4,0,3,0,2,0,3,2,0,3,4,4,4,0,2,4,4,0",-596.6000000000001
382,1,1915,383.0,"0,3,4,0,0,0,0,1,1,0,4,0,4,3,1,2,2,4,1,1,1,1,4,1,0",-577.4000000000001
383,1,1920,384.0,"3,2,0,2,2,0,2,3,0,0,3,4,0,0,4,3,0,3,3,2,4,0,1,3,2",-501.79999999999995
384,1,1925,385.0,"3,0,3,2,4,0,0,0,0,1,4,1,1,3,0,3,4,2,4,1,3,0,0,0,2",-482.79999999999995
385,1,1930,386.0,"3,0,2,4,2,2,2,0,0,4,0,4,2,3,2,1,2,4,1,3,4,1,0,0,4",-502.99999999999994
386,1,1935,387.0,"4,4,2,2,2,1,0,2,1,3,0,0,0,1,2,0,3,3,0,0,4,4,1,1,2",-469.0
387,1,1940,388.0,"2,4,0,2,3,0,0,4,4,2,3,2,0,2,0,2,0,0,4,0,0,1,2,4,2",-461.20000000000005
388,1,1945,389.0,"4,0,3,2,2,0,2,0,1,2,1,2,3,0,4,2,4,0,2,2,3,1,2,3,0",-477.6
389,1,1950,390.0,"4,4,1,3,3,1,0,0,4,4,0,0,4,2,4,0,0,4,3,0,1,0,2,3,2",-498.6
390,1,1955,391.0,"0,1,2,2,2,1,0,2,2,0,0,2,4,3,1,2,1,0,1,2,4,4,1,3,2",-544.4
391,1,1960,392.0,"0,0,0,2,2,1,0,3,0,0,1,0,0,3,3,2,2,4,4,2,0,0,0,1,2",-490.0
392,1,1965,393.0,"0,0,0,2,3,1,2,0,1,4,2,0,1,2,0,3,0,0,3,2,1,0,1,1,2",-493.79999999999995
393,1,1970,394.0,"0,4,2,0,2,0,1,2,0,3,0,0,3,0,3,0,3,3,4,1,4,3,1,3,2",-462.20000000000005
394,1,1975,395.0,"0,2,2,4,2,1,0,1,4,1,0,4,3,3,4,0,2,4,3,2,0,0,4,3,2",-553.6
395,1,1980,396.0,"0,0,1,2,1,1,1,2,3,2,4,3,0,4,2,2,4,3,1,2,1,1,0,3,2",-539.2
